university_name,country,city,program_name,degree_level,field,language,tuition_category,tuition_amount,tuition_currency,gpa_min,application_system,deadline_month,apply_link,ranking_tier,notes
Copenhagen Business School (CBS),Denmark,Copenhagen,Bachelor in Engineering – programme finder,Bachelor,engineering,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.cbs.dk/en/study/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Copenhagen Business School (CBS),Denmark,Copenhagen,Bachelor in Computer Science (or equivalent) – programme finder,Bachelor,computer science,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.cbs.dk/en/study/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Copenhagen Business School (CBS),Denmark,Copenhagen,Bachelor in Cybersecurity / Information Security – programme finder,Bachelor,cybersecurity,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.cbs.dk/en/study/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Copenhagen Business School (CBS),Denmark,Copenhagen,Bachelor with AI focus (or AI track) – programme finder,Bachelor,AI,English/Danish,high,,DKK,,Optagelse.dk,Varies,https://www.cbs.dk/en/study/bachelor,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Sorbonne University,France,Paris,Licence/Bachelor in Computer Science (Informatique) – programme finder,Bachelor,computer science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.sorbonne-universite.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Sorbonne University,France,Paris,Bachelor in Business / Management – programme finder,Bachelor,business,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.sorbonne-universite.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Sorbonne University,France,Paris,Licence/Bachelor Data Science / Maths-CS – programme finder,Bachelor,data science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.sorbonne-universite.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Sorbonne University,France,Paris,Engineering bachelor/prep track – programme finder,Bachelor,engineering,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.sorbonne-universite.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Paris-Saclay,France,Paris area,Bachelor in Business / Management – programme finder,Bachelor,business,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.universite-paris-saclay.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Paris-Saclay,France,Paris area,Licence/Bachelor in Cybersecurity / Networks – programme finder,Bachelor,cybersecurity,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.universite-paris-saclay.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Paris-Saclay,France,Paris area,Licence/Bachelor with AI modules – programme finder,Bachelor,AI,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.universite-paris-saclay.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Paris-Saclay,France,Paris area,Licence/Bachelor in Computer Science (Informatique) – programme finder,Bachelor,computer science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.universite-paris-saclay.fr/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université PSL (Paris Sciences & Lettres),France,Paris,Licence/Bachelor in Cybersecurity / Networks – programme finder,Bachelor,cybersecurity,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://psl.eu/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université PSL (Paris Sciences & Lettres),France,Paris,Licence/Bachelor Data Science / Maths-CS – programme finder,Bachelor,data science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://psl.eu/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université PSL (Paris Sciences & Lettres),France,Paris,Engineering bachelor/prep track – programme finder,Bachelor,engineering,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://psl.eu/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université PSL (Paris Sciences & Lettres),France,Paris,Bachelor in Business / Management – programme finder,Bachelor,business,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://psl.eu/en/education,A,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Strasbourg,France,Strasbourg,Licence/Bachelor Data Science / Maths-CS – programme finder,Bachelor,data science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://en.unistra.fr/studies,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Strasbourg,France,Strasbourg,Licence/Bachelor with AI modules – programme finder,Bachelor,AI,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://en.unistra.fr/studies,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Strasbourg,France,Strasbourg,Licence/Bachelor in Computer Science (Informatique) – programme finder,Bachelor,computer science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://en.unistra.fr/studies,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Strasbourg,France,Strasbourg,Licence/Bachelor in Cybersecurity / Networks – programme finder,Bachelor,cybersecurity,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://en.unistra.fr/studies,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Lille,France,Lille,Licence/Bachelor with AI modules – programme finder,Bachelor,AI,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-lille.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Lille,France,Lille,Engineering bachelor/prep track – programme finder,Bachelor,engineering,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-lille.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Lille,France,Lille,Bachelor in Business / Management – programme finder,Bachelor,business,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-lille.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Lille,France,Lille,Licence/Bachelor Data Science / Maths-CS – programme finder,Bachelor,data science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-lille.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aix-Marseille Université,France,Marseille,Engineering bachelor/prep track – programme finder,Bachelor,engineering,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-amu.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aix-Marseille Université,France,Marseille,Licence/Bachelor in Computer Science (Informatique) – programme finder,Bachelor,computer science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-amu.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aix-Marseille Université,France,Marseille,Licence/Bachelor in Cybersecurity / Networks – programme finder,Bachelor,cybersecurity,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-amu.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Aix-Marseille Université,France,Marseille,Licence/Bachelor with AI modules – programme finder,Bachelor,AI,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-amu.fr/en/education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Grenoble Alpes,France,Grenoble,Licence/Bachelor in Computer Science (Informatique) – programme finder,Bachelor,computer science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-grenoble-alpes.fr/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Grenoble Alpes,France,Grenoble,Bachelor in Business / Management – programme finder,Bachelor,business,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-grenoble-alpes.fr/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Grenoble Alpes,France,Grenoble,Licence/Bachelor Data Science / Maths-CS – programme finder,Bachelor,data science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-grenoble-alpes.fr/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université Grenoble Alpes,France,Grenoble,Engineering bachelor/prep track – programme finder,Bachelor,engineering,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.univ-grenoble-alpes.fr/en/education/,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Bordeaux,France,Bordeaux,Bachelor in Business / Management – programme finder,Bachelor,business,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.u-bordeaux.com/Education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Bordeaux,France,Bordeaux,Licence/Bachelor in Cybersecurity / Networks – programme finder,Bachelor,cybersecurity,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.u-bordeaux.com/Education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Bordeaux,France,Bordeaux,Licence/Bachelor with AI modules – programme finder,Bachelor,AI,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.u-bordeaux.com/Education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Université de Bordeaux,France,Bordeaux,Licence/Bachelor in Computer Science (Informatique) – programme finder,Bachelor,computer science,French/English,low,,EUR,,Parcoursup / University portal,Varies,https://www.u-bordeaux.com/Education,B,"Click official link to confirm exact programme title, language, fees, and deadlines for your applicant type."
Massachusetts Institute of Technology (MIT),USA,"Cambridge, MA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Massachusetts Institute of Technology (MIT),USA,"Cambridge, MA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Massachusetts Institute of Technology (MIT),USA,"Cambridge, MA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Massachusetts Institute of Technology (MIT),USA,"Cambridge, MA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Massachusetts Institute of Technology (MIT),USA,"Cambridge, MA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Massachusetts Institute of Technology (MIT),USA,"Cambridge, MA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Stanford University,USA,"Stanford, CA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Stanford University,USA,"Stanford, CA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Stanford University,USA,"Stanford, CA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Stanford University,USA,"Stanford, CA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Stanford University,USA,"Stanford, CA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Stanford University,USA,"Stanford, CA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Harvard University,USA,"Cambridge, MA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Harvard University,USA,"Cambridge, MA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Harvard University,USA,"Cambridge, MA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Harvard University,USA,"Cambridge, MA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Harvard University,USA,"Cambridge, MA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Harvard University,USA,"Cambridge, MA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
"University of California, Berkeley",USA,"Berkeley, CA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
"University of California, Berkeley",USA,"Berkeley, CA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
"University of California, Berkeley",USA,"Berkeley, CA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
"University of California, Berkeley",USA,"Berkeley, CA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
"University of California, Berkeley",USA,"Berkeley, CA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
"University of California, Berkeley",USA,"Berkeley, CA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Carnegie Mellon University,USA,"Pittsburgh, PA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Carnegie Mellon University,USA,"Pittsburgh, PA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Carnegie Mellon University,USA,"Pittsburgh, PA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Carnegie Mellon University,USA,"Pittsburgh, PA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Carnegie Mellon University,USA,"Pittsburgh, PA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Carnegie Mellon University,USA,"Pittsburgh, PA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
California Institute of Technology (Caltech),USA,"Pasadena, CA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
California Institute of Technology (Caltech),USA,"Pasadena, CA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
California Institute of Technology (Caltech),USA,"Pasadena, CA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
California Institute of Technology (Caltech),USA,"Pasadena, CA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
California Institute of Technology (Caltech),USA,"Pasadena, CA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
California Institute of Technology (Caltech),USA,"Pasadena, CA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Chicago,USA,"Chicago, IL",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Chicago,USA,"Chicago, IL",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Chicago,USA,"Chicago, IL",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Chicago,USA,"Chicago, IL",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Chicago,USA,"Chicago, IL",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Chicago,USA,"Chicago, IL",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Princeton University,USA,"Princeton, NJ",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Princeton University,USA,"Princeton, NJ",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Princeton University,USA,"Princeton, NJ",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Princeton University,USA,"Princeton, NJ",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Princeton University,USA,"Princeton, NJ",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Princeton University,USA,"Princeton, NJ",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Yale University,USA,"New Haven, CT",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Yale University,USA,"New Haven, CT",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Yale University,USA,"New Haven, CT",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Yale University,USA,"New Haven, CT",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Yale University,USA,"New Haven, CT",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Yale University,USA,"New Haven, CT",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Columbia University,USA,"New York, NY",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Columbia University,USA,"New York, NY",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Columbia University,USA,"New York, NY",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Columbia University,USA,"New York, NY",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Columbia University,USA,"New York, NY",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Columbia University,USA,"New York, NY",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Cornell University,USA,"Ithaca, NY",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Cornell University,USA,"Ithaca, NY",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Cornell University,USA,"Ithaca, NY",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Cornell University,USA,"Ithaca, NY",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Cornell University,USA,"Ithaca, NY",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Cornell University,USA,"Ithaca, NY",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Pennsylvania,USA,"Philadelphia, PA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Pennsylvania,USA,"Philadelphia, PA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Pennsylvania,USA,"Philadelphia, PA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Pennsylvania,USA,"Philadelphia, PA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Pennsylvania,USA,"Philadelphia, PA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Pennsylvania,USA,"Philadelphia, PA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Michigan,USA,"Ann Arbor, MI",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Michigan,USA,"Ann Arbor, MI",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Michigan,USA,"Ann Arbor, MI",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Michigan,USA,"Ann Arbor, MI",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Michigan,USA,"Ann Arbor, MI",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Michigan,USA,"Ann Arbor, MI",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Georgia Institute of Technology,USA,"Atlanta, GA",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Georgia Institute of Technology,USA,"Atlanta, GA",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Georgia Institute of Technology,USA,"Atlanta, GA",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Georgia Institute of Technology,USA,"Atlanta, GA",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Georgia Institute of Technology,USA,"Atlanta, GA",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
Georgia Institute of Technology,USA,"Atlanta, GA",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Illinois Urbana-Champaign,USA,"Urbana, IL",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Illinois Urbana-Champaign,USA,"Urbana, IL",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Illinois Urbana-Champaign,USA,"Urbana, IL",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Illinois Urbana-Champaign,USA,"Urbana, IL",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Illinois Urbana-Champaign,USA,"Urbana, IL",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Illinois Urbana-Champaign,USA,"Urbana, IL",BEng Engineering,Bachelor,engineering,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Texas at Austin,USA,"Austin, TX",BSc Computer Science,Bachelor,computer science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Texas at Austin,USA,"Austin, TX",BBA Business / Management,Bachelor,business,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Texas at Austin,USA,"Austin, TX",BSc Cybersecurity,Bachelor,cybersecurity,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Texas at Austin,USA,"Austin, TX",BSc Data Science,Bachelor,data science,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
University of Texas at Austin,USA,"Austin, TX",BSc Artificial Intelligence,Bachelor,AI,English,high,,USD,,University portal,Varies,,A,"Please confirm exact programme name, tuition, GPA requirements, and deadlines on the official university website."
